Order,id,token,abs_frecuency,rel_frecuency,length,number_syllables,token_possition,number_token_sentences,number_synonyms,number_hyponyms,number_hypernyms,Part_of_speech,freq_relative_word_before,freq_relative_word_after,len_word_before,len_word_after,mtld_diversity,propn,aux,verb,adp,noun,nn,sym,num,avgTokenBert,complexity
17958,134582,bibliográficas,1,1.1335E-06,14,4,0.333333333,6,0,0,0,8,2.38034E-05,0.024604779,5,1,0,1,0,0,1,1,0,0,1,-0.033842637,0.2
17959,134587,invoca,1,1.1335E-06,6,3,0.85,20,0,0,0,0,0.035779907,0.011993512,3,3,0,1,0,3,2,6,0,0,1,-0.034626049,0.2
17960,134729,artificio,1,1.1335E-06,9,4,0.229166667,48,0,0,0,1,0.000231233,4.08058E-05,5,10,64.512,0,4,9,5,6,0,0,2,-0.033334237,0.4
17961,134733,calibración,1,1.1335E-06,11,4,0.5,24,0,0,0,1,0.034261024,4.42063E-05,2,8,40.32,0,0,3,5,8,0,0,0,-0.034294578,0.2
17962,134812,compact,1,1.1335E-06,7,2,0,9,4,0,0,0,0,0.000912464,0,1,22.68,1,0,0,2,3,0,0,1,-0.0324572,0.4
17963,134843,escrutinios,1,1.1335E-06,11,4,0.404761905,42,0,0,0,1,0.016249786,0.062481652,3,2,61.74,1,8,5,4,9,0,0,1,-0.03401366,0.8
17964,134845,ts,1,1.1335E-06,2,1,0.058823529,17,4,0,1,8,0.010915558,0.004691536,3,3,80.92,1,1,1,3,5,0,0,0,-0.035010645,0.2
17965,134875,hint,1,1.1335E-06,4,1,0.047619048,21,2,3,1,0,0.000172291,0.000620022,2,7,41.16,2,0,3,3,4,0,0,1,-0.033386698,0.8
17966,134886,desencadenador,1,1.1335E-06,14,6,0.6,20,0,0,0,1,0.025177194,0.007476534,2,1,22.4,2,1,2,1,4,0,0,0,-0.034686975,0.6
17967,134914,confinarlos,1,1.1335E-06,11,4,0.9375,16,0,0,0,0,0.00060982,0,3,0,0,0,0,3,2,4,0,0,0,-0.034623304,0.2
17968,134970,desapilar,1,1.1335E-06,9,4,0.058823529,34,0,0,0,0,0.000341182,0.013905718,9,2,34,0,1,3,8,11,0,0,0,-0.034182183,0.4
17969,135004,modularse,1,1.1335E-06,9,4,0.214285714,28,0,0,0,0,0.002774796,0.062481652,5,2,54.88,1,2,3,6,6,0,0,1,-0.035486724,0.8
17970,135038,estímulo,1,1.1335E-06,8,3,0.578947368,19,0,0,0,1,0.025177194,0.000130352,2,4,101.08,0,1,1,5,8,0,0,0,-0.032327623,0.6
17971,135264,suscriptores,1,1.1335E-06,12,4,0.6,15,0,0,0,1,4.30728E-05,0.001380597,4,4,63,0,2,0,2,5,0,0,1,-0.034167744,0.2
17972,135306,imageview,1,1.1335E-06,9,4,0.5,2,0,0,0,8,0.000596218,0,1,0,0,1,0,0,0,0,0,0,1,-0.034701751,0.6
17973,135380,ole,1,1.1335E-06,3,2,0.8,5,0,0,0,0,0.000423927,0,7,0,0,1,0,1,1,1,0,0,0,-0.035362964,0.4
17974,135382,cuasicontratos,1,1.1335E-06,14,6,0.666666667,3,0,0,0,1,0.016249786,0,3,0,0,0,0,0,0,1,0,0,1,-0.034965422,0.6
17975,135416,paralelamente,1,1.1335E-06,13,6,0.933333333,15,0,0,0,8,0.000154155,0,10,0,63,0,1,3,1,4,0,0,1,-0.034814598,0.4
17976,135434,interproceso,1,1.1335E-06,12,5,0.5,12,0,0,0,8,0.00072317,0.024604779,12,1,40.32,1,0,1,1,3,0,0,1,-0.033824787,0.4
17977,135528,isa,1,1.1335E-06,3,2,0.88,25,0,0,0,1,0.000389922,0.062481652,10,2,58.33333333,1,1,2,4,6,0,0,0,-0.033390605,0.4
17978,135815,transcripción,1,1.1335E-06,13,3,0.974358974,39,0,0,0,1,0.034261024,0,2,0,53.235,1,1,7,7,8,0,0,1,-0.033957934,0.2
17979,135976,incidencias,1,1.1335E-06,11,4,0.923076923,13,0,0,0,1,1.1335E-05,0,9,0,47.32,3,1,1,1,3,0,0,0,-0.03464865,0.2
17980,136038,anónima,1,1.1335E-06,7,3,0.833333333,6,0,0,0,8,0.001343192,0,5,0,0,0,1,1,1,1,0,0,0,-0.035233887,0.2
17981,136049,mantenibles,1,1.1335E-06,11,4,0.954545455,22,0,0,0,1,0.003095575,0,3,0,135.52,0,3,2,2,5,0,0,0,-0.034244561,0.2
17982,136211,repetidores,1,1.1335E-06,11,5,0.619047619,21,0,0,0,1,1.36019E-05,0.001972282,6,4,123.48,0,0,4,3,7,0,0,1,-0.032775672,0.2
17983,136290,tinyint,1,1.1335E-06,7,2,0,10,0,0,0,1,0,0.000912464,0,1,0,0,0,0,1,2,0,0,3,-0.03455801,1
17984,136314,checkpoints,1,1.1335E-06,11,2,0.066666667,15,1,0,1,1,0.000111083,0.000154155,4,6,21,1,1,1,2,5,0,0,0,-0.035395921,0.6
17985,136360,escarbar,1,1.1335E-06,8,3,0.211111111,90,0,0,0,0,0.007476534,0.004193932,1,5,35.0792889,3,5,13,17,18,0,0,1,-0.034556288,0.2
17986,136378,descentralizada,1,1.1335E-06,15,6,0.666666667,3,0,0,0,8,9.86141E-05,0,9,0,0,1,0,0,0,0,0,0,1,-0.034470053,0.2
17987,136391,racionalidad,1,1.1335E-06,12,5,0.875,24,0,0,0,1,8.72791E-05,0.024604779,13,1,0,0,1,2,2,7,0,0,0,-0.033625075,0.4
17988,136707,contextura,1,1.1335E-06,10,4,0.65625,32,0,0,0,1,0.003131847,3.28714E-05,2,8,47.78666667,0,1,4,3,4,0,0,0,-0.03362205,0.8
17989,136741,stopped,1,1.1335E-06,7,2,0.631578947,19,3,0,0,1,1.36019E-05,0.002541296,6,6,101.08,3,1,1,2,4,0,0,2,-0.034376916,0.8
17990,136769,adversas,1,1.1335E-06,8,3,0.6,20,0,0,0,8,2.60704E-05,0.000417126,13,5,112,0,1,3,4,4,0,0,0,-0.034225722,0.2
17991,136858,upper,1,1.1335E-06,5,2,0.933333333,15,1,0,0,0,0.024604779,0,1,0,0,5,0,2,1,2,0,0,0,-0.034237956,0.4
17992,136876,desinstalación,1,1.1335E-06,14,5,0,7,0,0,0,1,0,0.001739915,0,4,0,1,1,0,0,1,0,0,0,-0.034249635,0.2
17993,136919,throughput,1,1.1335E-06,10,2,0.1,10,1,0,1,8,0.000234633,0.000598485,11,6,28,3,0,0,3,3,0,0,0,-0.035128214,1
17994,137047,conformismo,1,1.1335E-06,11,4,0.641025641,39,0,0,0,1,0.013905718,0.024604779,2,1,212.94,0,4,4,8,8,0,0,1,-0.03390808,0.6
17995,137105,vértigo,1,1.1335E-06,7,2,0.923076923,13,0,0,0,1,0.062481652,0,2,0,0,0,1,0,1,4,0,0,1,-0.034065788,0.4
17996,137114,cualificada,1,1.1335E-06,11,6,0.852941176,34,0,0,0,8,0.003095575,0.009542895,3,4,80.92,2,1,5,5,6,0,0,0,-0.034427754,0.2
17997,137220,cco,1,1.1335E-06,3,1,0.8,5,0,0,0,1,0.000211964,0,6,0,0,1,0,1,0,1,0,0,1,-0.033969788,0.4
17998,137225,pda,1,1.1335E-06,3,1,0.363636364,22,6,0,1,1,0.010915558,5.66748E-05,3,10,45.17333333,1,0,2,3,4,0,0,0,-0.034293572,1
17999,137363,chompa,1,1.1335E-06,6,2,0.461538462,13,0,0,0,0,0.000115617,2.72039E-05,7,8,0,0,0,2,1,5,0,0,0,-0.033627421,0.2
18000,137498,contenedor,1,1.1335E-06,10,4,0.923076923,26,0,0,0,1,0.001102891,4.19393E-05,4,7,63.09333333,1,1,3,5,4,0,0,0,-0.033564402,0.2
18001,137504,fork,1,1.1335E-06,4,1,0.961538462,26,1,0,1,0,0.000130352,0,7,0,31.54666667,0,0,4,5,5,0,0,0,-0.03416686,0.8
18002,137510,categorizar,1,1.1335E-06,11,5,0.461538462,13,0,0,0,0,0.009542895,0.007476534,4,1,0,0,0,3,2,3,0,0,0,-0.036599058,0.2
18003,137630,transcribirlos,1,1.1335E-06,14,4,0.458333333,24,0,0,0,1,0.009542895,0.020588805,4,2,161.28,0,2,2,5,7,0,0,0,-0.034221505,0.2
18004,137734,soportara,1,1.1335E-06,9,4,0.727272727,11,0,0,0,0,0.035779907,0.025177194,3,2,0,0,0,2,1,4,0,0,1,-0.033699471,0.2
18005,137759,ítem,1,1.1335E-06,4,1,0.6,15,0,0,0,8,0.025177194,0.00018816,2,4,63,2,1,1,1,2,0,0,0,-0.032562593,0.4
18006,137778,caridad,1,1.1335E-06,7,3,0.65,20,0,0,0,1,0.034261024,0.034261024,2,2,56,2,0,0,4,7,0,0,1,-0.033341712,0.6
18007,137860,likert,1,1.1335E-06,6,2,0.454545455,22,0,0,0,1,1.36019E-05,0.010915558,7,3,45.17333333,0,1,1,2,5,0,0,0,-0.033883922,0.4
18008,137899,inicializaciones,1,1.1335E-06,16,7,0.304347826,23,0,0,0,1,0.062481652,0.005819364,2,4,23.84333333,0,0,2,6,8,0,0,0,-0.035131768,0.2
18009,137918,delivery,1,1.1335E-06,8,4,0.464285714,28,2,4,1,0,1.1335E-06,0.024604779,10,1,219.52,1,2,2,5,9,0,0,1,-0.033201415,0.4
18010,137933,disparidades,1,1.1335E-06,12,5,0.72,25,0,0,0,1,0.000307177,0.020588805,7,2,87.5,0,2,1,4,5,0,0,0,-0.032561822,0.8
18011,137964,paramétricas,1,1.1335E-06,12,4,0.933333333,15,0,0,0,8,0.000508939,0,1,0,21,4,0,2,2,3,0,0,0,-0.035796119,0.6
18012,138071,drawable-ldpi,1,1.1335E-06,13,4,0.4,5,0,0,0,1,0.000366119,1.92694E-05,1,8,0,0,0,0,0,2,0,0,1,-0.032433025,0.6
18013,138088,longclickable,1,1.1335E-06,13,4,0.25,4,0,0,0,8,0.000354784,0.000172291,2,8,0,2,0,0,0,0,0,0,1,-0.034056858,1
18014,138106,rflags,1,1.1335E-06,6,1,0,6,0,0,0,1,0,0.006528932,0,3,0,0,0,0,2,3,0,0,1,-0.035110088,0.6
18015,138110,comportar,1,1.1335E-06,9,3,0.875,32,0,0,0,0,0.001529085,0.020588805,4,2,40.96,0,4,3,6,7,0,0,0,-0.034750247,0.2
18016,138313,ntic,1,1.1335E-06,4,1,0.888888889,9,0,0,0,1,0.010915558,0,3,0,0,1,0,0,2,2,0,0,1,-0.035254326,0.8
18017,138324,proposición,1,1.1335E-06,11,4,-1,-1,0,0,0,4,0,0,0,0,28,1,1,1,4,6,0,0,1,-0.03388035,0.4
18018,138536,francamente,1,1.1335E-06,11,4,0.714285714,7,0,0,0,8,6.68762E-05,1.1335E-06,14,10,0,0,0,0,1,1,0,1,0,-0.033071743,0.8
18019,138676,deseables,1,1.1335E-06,9,3,0.551724138,29,0,0,0,1,0.000438663,0.009542895,15,4,78.49333333,0,1,2,7,7,0,0,0,-0.033598564,0.2
18020,138725,anteponga,1,1.1335E-06,9,4,0.2,15,0,0,0,0,0.035779907,0.000204029,3,9,0,0,1,3,2,3,0,0,0,-0.034618582,0.2
18021,138726,conceptualizar,1,1.1335E-06,14,5,0.245283019,53,0,0,0,0,0.001503015,0.00079118,5,4,56.18,0,4,5,9,14,0,0,0,-0.034051303,0.6
18022,138800,std,1,1.1335E-06,3,1,0.588235294,17,2,0,1,1,0.000754908,1.1335E-06,13,9,80.92,0,1,3,2,6,0,0,0,-0.03602964,0.2
18023,138915,intuición,1,1.1335E-06,9,3,0.5,16,0,0,0,1,0.034261024,0.024604779,2,1,71.68,0,1,1,3,6,0,0,0,-0.033959818,0.6
18024,139216,postfijo,1,1.1335E-06,8,3,0.64,25,0,0,0,0,0.000114483,0.025177194,8,2,25,2,0,2,5,6,0,0,2,-0.034792797,0.6
18025,139221,subsanarlo,1,1.1335E-06,10,4,0.928571429,14,0,0,0,0,0.009542895,0,4,0,0,0,1,3,1,3,0,0,0,-0.034363102,0.4
18026,139259,obstaculización,1,1.1335E-06,15,6,0.407407407,27,0,0,0,1,0.034261024,0.007842653,2,3,68.04,1,0,1,5,9,0,0,1,-0.034256531,0.2
18027,139288,focalizamos,1,1.1335E-06,11,5,0.333333333,27,0,0,0,0,0.001700243,0.020588805,3,2,27.60051724,0,0,2,8,8,0,0,0,-0.035575198,0.2
18028,139316,interactividad,1,1.1335E-06,14,6,0.5,32,0,0,0,1,0.000710701,0.020588805,5,2,57.344,0,0,4,5,9,0,0,0,-0.032779291,0.4
18029,139358,batch,1,1.1335E-06,5,1,0.65,40,1,0,1,1,0.000194961,8.16116E-05,4,5,35.64324324,0,4,5,7,11,0,0,2,-0.033629736,0.4
18030,139379,sentenciado,1,1.1335E-06,11,4,0.833333333,36,0,0,0,8,0.000312845,0.020756563,3,1,72.576,2,2,4,8,8,0,0,1,-0.034319848,0.8
18031,139405,wronskiano,1,1.1335E-06,10,3,0,10,0,0,0,8,0,0.014280905,0,2,0,3,0,1,0,2,0,0,0,-0.033235926,0.4
18032,139423,carriles,1,1.1335E-06,8,3,0.785714286,14,0,0,0,1,1.58689E-05,0.008028546,3,3,0,0,1,1,2,4,0,0,1,-0.033555584,0.4
18033,139586,sincronismo,1,1.1335E-06,11,4,0.833333333,6,0,0,0,1,0.020588805,0,2,0,0,0,0,2,1,2,0,0,0,-0.034359897,0.8
18034,139636,foreground,1,1.1335E-06,10,3,0.75,8,4,0,1,1,0.000123551,6.80097E-06,5,7,0,2,0,1,1,2,0,0,1,-0.034418823,0.2
18035,139705,winaudit,1,1.1335E-06,8,3,0.875,8,0,0,0,1,0.005819364,0,4,0,0,2,0,0,2,2,0,0,0,-0.03238785,0.6
18036,139803,belicos,1,1.1335E-06,7,3,0.975,40,0,0,0,8,3.51383E-05,0,10,0,56,4,0,2,9,10,0,0,1,-0.0327779,0.2
18037,139826,evernote,1,1.1335E-06,8,4,0.5,2,0,0,0,1,0.000419393,0,1,0,0,1,0,0,0,0,0,0,1,-0.03361957,0.6
18038,139868,societario,1,1.1335E-06,10,4,0.833333333,6,0,0,0,8,7.93447E-05,0,6,0,0,1,0,0,0,2,0,0,1,-0.033562686,0.2
18039,139875,germinado,1,1.1335E-06,9,4,0.7,20,0,0,0,8,0.000690299,0.020588805,2,2,37.33333333,1,1,1,4,6,0,0,2,-0.03350564,0.2
18040,139953,amparaba,1,1.1335E-06,8,4,0.842105263,57,0,0,0,0,0.001353393,0.002719255,6,6,48.2037037,0,5,7,11,8,0,0,5,-0.033993296,0.6
18041,140029,ofimático,1,1.1335E-06,9,4,0.470588235,17,0,0,0,1,0.000213097,5.89417E-05,7,12,40.46,0,0,1,4,5,0,0,0,-0.032556411,0.2
18042,140094,prominentes,1,1.1335E-06,11,4,0.35,20,0,0,0,8,2.72039E-05,0.024604779,9,1,56,0,2,1,4,3,0,0,3,-0.033449652,0.8
18043,140129,notablemente,1,1.1335E-06,12,5,0.333333333,9,0,0,0,8,9.29466E-05,0.034261024,6,2,0,0,0,1,2,3,0,0,0,-0.035280781,0.4
18044,140380,contiguas,1,1.1335E-06,9,3,0.380952381,21,0,0,0,1,3.85388E-05,0.062481652,10,2,61.74,0,1,2,5,4,0,0,0,-0.035116061,0.2
18045,140559,arrendamientos,1,1.1335E-06,14,5,0.666666667,3,0,0,0,1,0.000129218,0,2,0,0,2,0,0,0,0,0,0,1,-0.034270889,0.8
18046,140564,esquematizar,1,1.1335E-06,12,5,0.391304348,23,0,0,0,0,0.002774796,0.062481652,5,2,37.03,1,1,3,5,5,0,0,0,-0.034848256,0.6
18047,140575,disuasivos,1,1.1335E-06,10,4,0.666666667,39,0,0,0,8,0.000115617,0.001121027,9,5,47.32,1,3,2,10,9,0,0,0,-0.033267062,0.4
18048,140642,protocolicen,1,1.1335E-06,12,5,0.707317073,41,0,0,0,0,0.035779907,0.016249786,3,3,67.24,0,3,5,6,8,0,0,2,-0.033398904,0.4
18049,140685,gif,1,1.1335E-06,3,1,0.6,25,0,0,0,1,0.005819364,0.007476534,4,1,35,4,1,3,1,6,0,0,0,-0.034727559,0.2
18050,140704,predefinir,1,1.1335E-06,10,4,0.333333333,9,0,0,0,0,0.000319646,0.025177194,8,2,0,0,0,2,1,2,0,0,0,-0.035844064,0.2
18051,140795,gitman,1,1.1335E-06,6,2,0.020833333,48,0,0,0,0,0.000337782,0.014280905,5,2,48,1,1,3,7,15,0,0,0,-0.032442751,0.4
18052,140916,pondrán,1,1.1335E-06,7,1,0.785714286,14,0,0,0,0,1.02015E-05,0.001804524,12,5,27.44,0,0,2,3,5,0,0,0,-0.033321031,0.2
18053,140940,sucesivo,1,1.1335E-06,8,4,0.102941176,68,0,0,0,8,0.007751973,0.001082488,2,3,33.82828283,0,8,12,7,10,0,0,0,-0.03459879,0.2
18054,141000,voip,1,1.1335E-06,4,1,0.9375,16,0,0,0,1,0.020756563,0,1,0,71.68,1,0,1,4,6,0,0,1,-0.033771795,0.8
18055,141021,gridlayout,1,1.1335E-06,10,2,0.5,2,0,0,0,8,0.000389922,0,1,0,0,1,0,0,0,0,0,0,1,-0.03359569,1
18056,141076,acotadas,1,1.1335E-06,8,4,0.923076923,13,0,0,0,8,0.008280182,0,2,0,0,0,2,1,1,4,0,0,0,-0.03664033,0.2
18057,141164,censos,1,1.1335E-06,6,2,0.342105263,38,0,0,0,8,0.062481652,0.008028546,2,3,39.216,1,2,2,7,10,0,0,2,-0.033066494,0.8
18058,141194,segmentada,1,1.1335E-06,10,4,0.977777778,45,0,0,0,8,0.024604779,0,1,0,70.875,0,1,6,9,12,0,0,2,-0.034069498,0.4
18059,141344,arrastrando,1,1.1335E-06,11,4,0.714285714,28,0,0,0,0,2.04029E-05,0.000770777,5,5,73.17333333,0,1,5,6,7,0,0,0,-0.035639796,0.4
18060,141368,eflags,1,1.1335E-06,6,2,0.4,10,0,0,0,1,2.26699E-06,0.006528932,9,3,0,1,0,1,2,3,0,0,2,-0.033441911,0.6
18061,141448,prefacio,1,1.1335E-06,8,3,0.051282051,39,0,0,0,1,0.000114483,0.001529085,2,4,106.47,1,1,2,7,12,0,0,1,-0.034308597,0.4
18062,141511,remontar,1,1.1335E-06,8,3,0.25,16,0,0,0,0,0.062481652,0.001474677,2,3,71.68,0,0,1,4,5,0,1,0,-0.032756283,0.4
18063,141691,cuasidelitos,1,1.1335E-06,12,6,0.666666667,3,0,0,0,1,0.016249786,0,3,0,0,0,0,0,0,1,0,0,1,-0.034442312,0.6
18064,141914,traslados,1,1.1335E-06,9,3,0.538461538,13,0,0,0,1,0.004691536,0.003351745,3,2,47.32,0,1,1,2,4,0,0,0,-0.033018587,0.2
18065,141922,saas,1,1.1335E-06,4,1,0.941176471,17,0,0,0,1,0.007476534,0,1,0,40.46,2,0,1,3,6,0,0,0,-0.033330514,1
18066,141947,moralmente,1,1.1335E-06,10,4,0.4,15,0,0,0,8,0.024604779,8.72791E-05,1,11,0,0,2,2,2,2,0,0,0,-0.03307136,0.2
18067,141959,comisiones,1,1.1335E-06,10,4,0.8,5,0,0,0,1,0.00060982,0,3,0,0,0,0,1,1,2,0,0,0,-0.033693873,0.2
18068,141981,redireccionado,1,1.1335E-06,14,6,0.769230769,13,0,0,0,8,0.002889279,0.007476534,3,1,47.32,0,1,3,1,3,0,0,0,-0.035156746,0.2
18069,142140,revoke,1,1.1335E-06,6,3,0,10,9,1,1,1,0,2.94709E-05,0,7,0,3,0,1,2,3,0,0,0,-0.032918995,0.8
18070,142191,incide,1,1.1335E-06,6,3,0,21,0,0,0,0,0,0.000998609,0,5,41.16,0,1,2,5,4,0,0,0,-0.03403131,0.2
18071,142215,modularizar,1,1.1335E-06,11,5,0.2,15,0,0,0,0,0.002774796,1.92694E-05,5,13,0,2,2,2,2,2,0,0,0,-0.034233509,0.6
18072,142220,irregularidades,1,1.1335E-06,15,7,0.682926829,41,0,0,0,1,0.007476534,0.035779907,1,3,235.34,4,2,5,5,10,0,0,1,-0.034419464,0.2
18073,142283,corromperlos,1,1.1335E-06,12,4,0.363636364,88,0,0,0,1,0.062481652,0.024604779,2,1,58.33108325,2,8,9,14,21,0,0,0,-0.034926875,0.2
18074,142297,lírica,1,1.1335E-06,6,2,0.386363636,44,0,0,0,0,0.000223299,0.000241434,12,3,108.416,0,2,6,3,7,0,0,3,-0.031885427,0.8
18075,142432,luminosidad,1,1.1335E-06,11,5,0.444444444,9,0,0,0,1,0.000337782,0.009542895,4,4,0,1,0,1,3,2,0,0,1,-0.035216462,0.2
18076,142437,multiprogramado,1,1.1335E-06,15,6,0.12,25,0,0,0,8,0.002304396,0.000163223,7,12,58.33333333,0,1,2,5,6,0,0,0,-0.035227451,0.6
18077,142605,derivarse,1,1.1335E-06,9,4,0.6875,16,0,0,0,0,0.001113092,0.062481652,6,2,71.68,0,2,2,3,4,0,0,0,-0.035502204,0.2
18078,142660,correcciones,1,1.1335E-06,12,4,0.666666667,3,0,0,0,1,0.024604779,0,1,0,0,1,0,0,0,1,0,0,0,-0.036038842,0.2
18079,142663,sociotécnicos,1,1.1335E-06,13,4,0.928571429,14,0,0,0,8,0.00107682,0,8,0,54.88,0,2,0,1,5,0,0,0,-0.033130019,0.4
18080,142858,auditable,1,1.1335E-06,9,4,0.9,10,0,0,0,8,1.1335E-05,0,6,0,0,0,0,1,1,2,0,0,0,-0.034019607,0.6
18081,142872,proveerse,1,1.1335E-06,9,3,0.578947368,19,0,0,0,0,0.035779907,0.062481652,3,2,101.08,0,1,3,2,4,0,0,0,-0.034263813,0.6
18082,142918,inherente,1,1.1335E-06,9,4,0.115384615,26,0,0,0,8,4.53398E-06,0.062481652,8,2,94.64,0,0,2,3,7,0,0,0,-0.033202898,0.4
18083,142923,entidad-relacion,1,1.1335E-06,16,6,0.361111111,36,0,0,0,8,0.000969138,0.024604779,6,1,40.32,0,5,3,5,5,0,0,2,-0.034062987,0.2
18084,143043,implicará,1,1.1335E-06,9,3,0.733333333,45,0,0,0,0,0.000102015,0.035779907,8,3,81,0,2,9,3,6,0,0,0,-0.033967037,0.4
18085,143076,focaliza,1,1.1335E-06,8,4,0.3,20,0,0,0,0,0.014280905,0.020588805,2,2,28,0,1,2,5,6,0,0,0,-0.034060652,0.2
18086,143097,spooling,1,1.1335E-06,8,2,0.5,2,1,1,1,1,3.40049E-06,0,7,0,0,2,0,0,0,0,0,0,0,-0.033854729,0.4
18087,143182,ciberdelincuentes,1,1.1335E-06,17,6,0.35,20,0,0,0,1,0.016249786,0.001949612,3,4,56,1,0,1,2,6,0,0,1,-0.033630847,0.8
18088,143249,drawable-xxxhdpi,1,1.1335E-06,16,4,0.285714286,7,0,0,0,1,0.000366119,1.92694E-05,1,8,13.72,0,0,0,0,1,0,0,1,-0.032554102,0.4
18089,143256,sobrepasará,1,1.1335E-06,11,4,0.769230769,13,0,0,0,0,0.024604779,0.034261024,1,2,47.32,0,0,4,0,2,0,0,0,-0.034180722,0.2
18090,143303,consejeros,1,1.1335E-06,10,4,0.692307692,13,0,0,0,1,0.016249786,0.024604779,3,1,23.66,0,1,1,1,3,0,0,0,-0.033868245,0.2
18091,143352,despojando,1,1.1335E-06,10,4,0.6,15,0,0,0,0,0.001121027,0.007751973,5,2,0,0,2,2,0,2,0,0,0,-0.035071269,0.6
18092,143353,stock,1,1.1335E-06,5,1,0.789473684,38,2,0,0,1,0.025177194,0.062481652,2,2,39.216,0,2,4,8,10,0,0,0,-0.03316145,0.4
18093,143412,coléricas,1,1.1335E-06,9,3,0.285714286,35,0,0,0,8,0.00112216,9.63471E-05,8,6,85.75,0,0,7,2,8,0,0,0,-0.033059193,0.4
18094,143471,virtualmente,1,1.1335E-06,12,4,0,10,0,0,0,8,0,0.000477201,0,9,0,0,2,1,1,2,0,0,0,-0.0339912,0.2
18095,143572,albedrío,1,1.1335E-06,8,3,0.461538462,39,0,0,0,1,9.06796E-05,0.001082488,5,3,60.84,1,5,5,3,7,0,0,1,-0.034825448,0.8
18096,143586,personalización,1,1.1335E-06,15,6,0.086956522,46,0,0,0,1,0.034261024,0.001625432,2,5,84.64,0,1,6,6,14,0,0,1,-0.03414414,0.4
18097,143626,pcp,1,1.1335E-06,3,1,0,12,4,0,1,1,0,0.025177194,0,2,20.16,1,0,2,1,2,0,0,0,-0.032860705,0.8
18098,143644,burbuja,1,1.1335E-06,7,3,0.6,10,0,0,0,1,0.025177194,0.024604779,2,1,0,3,0,1,1,1,0,0,0,-0.033032878,0.4
18099,143675,postularse,1,1.1335E-06,10,4,0.75,12,0,0,0,0,0.020756563,0.020756563,1,1,40.32,0,0,2,2,4,0,0,2,-0.037467819,1
18100,143684,paes,1,1.1335E-06,4,1,0.515463918,97,0,0,0,1,0.016249786,0.010915558,3,3,60.46271394,1,8,8,12,20,0,0,1,-0.033428429,1
18101,143733,repertorio,1,1.1335E-06,10,4,0.3125,16,0,0,0,8,0.000877325,0.062481652,5,2,0,1,0,2,3,5,0,0,0,-0.034167447,1
18102,143780,consumibles,1,1.1335E-06,11,4,0.5,30,0,0,0,1,0.000795714,0.004691536,8,3,63,1,3,4,4,6,0,0,2,-0.033984248,0.2
18103,143814,salesforce1,1,1.1335E-06,11,4,0.933333333,15,0,0,0,4,0.000912464,0,1,0,0,0,0,1,2,5,0,0,2,-0.034420705,0.8
18104,143819,cautelares,1,1.1335E-06,10,4,0.333333333,6,0,0,0,1,9.29466E-05,0.000998609,7,5,0,0,0,0,1,2,0,0,1,-0.035054673,0.6
18105,143862,percibidos,1,1.1335E-06,10,4,0.25,4,0,0,0,8,0.000108816,0.008028546,8,3,0,0,0,0,1,2,0,0,0,-0.035511826,0.2
18106,143948,validacion,1,1.1335E-06,10,4,0.4,5,0,0,0,8,0.034261024,0.007842653,2,3,0,0,0,0,1,2,0,0,0,-0.034948684,0.2
18107,143985,bufetes,1,1.1335E-06,7,3,0.9,10,0,0,0,1,0.062481652,0,2,0,28,2,0,1,2,3,0,0,1,-0.032824702,0.2
18108,143987,serializar,1,1.1335E-06,10,4,0.5,20,0,0,0,0,0.002575301,0.003446959,2,8,37.33333333,0,2,2,3,4,0,0,2,-0.033520988,1
18109,143989,ciset,1,1.1335E-06,5,2,0.083333333,12,0,0,0,0,0.020588805,0.00083992,2,7,0,1,1,2,3,2,0,0,0,-0.033732851,1
18110,143990,tasking,1,1.1335E-06,7,2,0.9,10,2,0,1,1,6.80097E-06,0,5,0,0,0,1,1,2,1,0,0,0,-0.033376512,0.4
18111,144002,pcc,1,1.1335E-06,3,1,0,12,0,0,0,1,0,0,0,0,40.32,1,1,1,3,3,0,0,0,-0.033958342,0.4
18112,144050,enlazador,1,1.1335E-06,9,4,0.894736842,19,0,0,0,1,0.013905718,1.1335E-06,2,6,50.54,0,0,3,4,5,0,0,0,-0.035833586,0.4
18113,144075,e-government,1,1.1335E-06,12,4,0.5,2,0,0,0,8,0.000129218,0,2,0,0,0,0,0,0,0,0,0,1,-0.034437089,0.8
18114,144266,consolidación,1,1.1335E-06,13,5,0.80952381,21,0,0,0,1,0.034261024,0.062481652,2,2,30.87,0,1,2,3,6,0,0,0,-0.033991214,0.8
18115,144295,nanosegundos,1,1.1335E-06,12,5,0.928571429,14,0,0,0,1,0.062481652,0,2,0,27.44,0,0,1,4,5,0,0,0,-0.03586836,0.2
18116,144519,persuasivo,1,1.1335E-06,10,4,0.533333333,30,0,0,0,8,0.003095575,0.024604779,3,1,50.4,0,0,2,4,9,0,0,0,-0.032968143,0.2
18117,144569,orificios,1,1.1335E-06,9,4,0.724137931,29,0,0,0,1,0.000225566,0.062481652,2,2,78.49333333,3,2,1,7,8,0,0,4,-0.034668805,0.4
18118,144615,ciudadana,1,1.1335E-06,9,4,0.65625,32,0,0,0,8,0.005819364,0.00285074,4,7,47.78666667,0,1,5,3,7,0,0,0,-0.032426511,0.2
18119,144703,vertices,1,1.1335E-06,8,3,0.727272727,11,4,2,1,1,0.016249786,0.007842653,3,3,0,1,1,0,2,3,0,0,0,-0.034523207,0.4
