Fuente;N_charac;N_w;N_dcw;N_cw;N_lfw;N_rw;N_s;N_cs;LDI;ILFW;LC;SSR;ASL;CS;SCI;ARI;PM;MTLD;BLOQUE;CCONJ;SCONJ;PROPN;PRON;NOUN;VERB;ADP;AUX;DET;ADV;ADJ
Municipio - Tramites - TEXTO 0137 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;389;67;49;39;6;32;1;1;49;15,38461538;32,19230769;288,2746418;67;1;34;39,4161194;11;14,18888645;Municipio;5;1;18;0;11;2;15;1;6;1;7
Municipio - Tramites - TEXTO 0138 CODIGO MUNICIPAL.txt;217;37;31;19;6;20;1;1;31;31,57894737;31,28947368;260,8843514;37;1;19;24,69351351;1;14;Municipio;4;0;1;0;9;2;5;1;7;2;6
Municipio - Tramites - TEXTO 0138 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;239;44;32;22;4;22;1;0;32;18,18181818;25,09090909;258,696;44;0;22;26,15386364;2;12,52242733;Municipio;1;0;2;1;14;1;11;1;9;0;4
Municipio - Tramites - TEXTO 0139 CODIGO MUNICIPAL.txt;236;42;33;22;7;20;1;1;33;31,81818182;32,40909091;247,578;42;1;21,5;26,03571429;4;12,75916127;Municipio;4;2;1;3;10;6;4;3;6;1;2
Municipio - Tramites - TEXTO 0139 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;454;88;56;44;9;45;1;1;56;20,45454545;38,22727273;333,2624545;88;1;44,5;46,86931818;6;12,85440342;Municipio;5;1;3;6;26;5;19;2;12;1;8
Municipio - Tramites - TEXTO 0140 CODIGO MUNICIPAL.txt;229;30;28;20;6;19;2;1;14;30;22;256,275;15;0,5;7,75;22,023;5;16,01866516;Municipio;0;0;1;1;8;3;4;1;4;1;7
Municipio - Tramites - TEXTO 0140 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;344;59;43;32;5;32;1;1;43;15,625;29,3125;296,890322;59;1;30;35,53169492;2;14,31016224;Municipio;4;0;7;2;12;4;13;1;9;0;7
Municipio - Tramites - TEXTO 0141 ACTUALIZACION CATASTRAL.txt;169;20;19;15;8;13;2;0;9,5;53,33333333;31,41666667;253,76;10;0;5;23,3695;7;14,90736464;Municipio;0;0;0;0;8;0;3;0;1;0;8
Municipio - Tramites - TEXTO 0141 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;387;65;46;39;4;31;1;0;46;10,25641026;28,12820513;284,8280769;65;0;32,5;39,11261538;6;14,3375;Municipio;6;0;9;2;20;5;11;0;7;0;5
Municipio - Tramites - TEXTO 0142 NORMAS DE EDIFICACION.txt;372;62;41;38;8;31;1;1;41;21,05263158;31,02631579;287,658;62;1;31,5;37,83;8;13,74193548;Municipio;2;0;7;0;21;1;17;0;5;0;9
Municipio - Tramites - TEXTO 0142 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;378;66;46;33;6;29;1;0;46;18,18181818;32,09090909;273,9849091;66;0;33;38,54545455;7;13,29426627;Municipio;3;0;5;2;19;4;14;0;11;3;5
Municipio - Tramites - TEXTO 0143 NORMAS DE EDIFICACION.txt;252;42;30;24;7;21;2;1;15;29,16666667;22,08333333;221,689;21;0,5;10,75;17,33;7;13,68897243;Municipio;1;0;6;1;12;2;10;1;6;0;3
Municipio - Tramites - TEXTO 0143 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;299;48;43;25;6;26;1;1;43;24;33,5;278,957;48;1;24,5;31,909375;3;13,49;Municipio;2;1;3;7;10;6;6;1;6;1;5
Municipio - Tramites - TEXTO 0144 NORMAS DE EDIFICACION.txt;238;42;30;22;4;23;1;0;30;18,18181818;24,09090909;271,278;42;0;21;26,26;6;14,95721139;Municipio;2;0;4;2;12;2;10;0;5;1;4
Municipio - Tramites - TEXTO 0144 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;330;57;46;33;6;30;1;1;46;18,18181818;32,09090909;288,3445789;57;1;29;34,33842105;3;14,16758242;Municipio;3;0;2;5;16;6;9;3;7;0;6
Municipio - Tramites - TEXTO 0145 TRAMITES DE MINERIA.txt;407;67;47;41;9;36;2;0;23,5;21,95121951;22,72560976;254,182097;33,5;0;16,75;23,93149254;12;13,47133719;Municipio;6;1;5;1;22;1;13;1;4;2;11
Municipio - Tramites - TEXTO 0145 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;316;57;35;28;3;27;2;1;17,5;10,71428571;14,10714286;225,0249211;28,5;0,5;14,5;18,93157895;6;13,77849003;Municipio;1;2;2;2;17;2;14;1;9;1;6
Municipio - Tramites - TEXTO 0146 TRAMITES DE MINERIA.txt;221;39;32;21;7;21;1;0;32;33,33333333;32,66666667;263,4125385;39;0;19,5;24,76;1;13,42453795;Municipio;1;0;3;2;9;3;7;1;8;0;5
Municipio - Tramites - TEXTO 0146 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;328;63;42;35;4;28;1;0;42;11,42857143;26,71428571;270,8336667;63;0;31,5;34,59190476;4;13,89673572;Municipio;3;0;3;0;18;3;14;3;9;2;8
Municipio - Tramites - TEXTO 0147 TRAMITES DE MINERIA.txt;308;57;43;28;14;28;2;1;21,5;50;35,75;230,8459737;28,5;0,5;14,5;18,27052632;6;15,10774612;Municipio;1;2;6;3;14;2;11;1;10;2;5
Municipio - Tramites - TEXTO 0147 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;411;74;50;35;7;33;2;0;25;20;22,5;229,4978649;37;0;18,5;23,22959459;7;13,64059255;Municipio;4;3;2;5;20;6;14;2;7;6;5
Municipio - Tramites - TEXTO 0148 TRAMITES DE MINERIA.txt;205;39;27;22;9;20;2;1;13,5;40,90909091;27,20454545;223,5293462;19,5;0,5;10;13,07769231;3;14,09431969;Municipio;2;1;7;1;10;1;9;2;4;0;2
Municipio - Tramites - TEXTO 0148 TRAMITES EN AMBIENTE(CONTROL Y CALIDAD).txt;223;37;29;23;4;20;1;1;29;17,39130435;23,19565217;260,8843514;37;1;19;25,4572973;6;13,94444444;Municipio;3;1;5;0;9;2;8;1;2;0;6
Municipio - Tramites - TEXTO 0149 PROCESO DE CONTRATACION.txt;166;31;27;18;4;13;1;1;27;22,22222222;24,61111111;211,0209355;31;1;16;19,29129032;2;13,64454673;Municipio;1;2;4;1;6;5;5;1;3;1;2
Municipio - Tramites - TEXTO 0149 TRAMITES DE MINERIA.txt;453;79;58;45;12;42;2;2;29;26,66666667;27,83333333;261,9555;39,5;1;20,25;25,32797468;10;14,23283598;Municipio;7;0;3;3;26;2;17;2;6;1;12
Municipio - Tramites - TEXTO 0150 PROCESO DE CONTRATACION.txt;222;39;30;20;5;23;1;0;30;25;27,5;280,4279231;39;0;19,5;24,88076923;3;12,9;Municipio;3;1;3;1;10;4;7;0;7;0;3
Municipio - Tramites - TEXTO 0150 TRAMITES DE MINERIA.txt;344;48;37;33;8;30;2;0;18,5;24,24242424;21,37121212;267,991;24;0;12;24,325;10;14,25205716;Municipio;5;0;5;0;15;1;8;0;1;1;12
SRI - Tramites - TEXTO 0001 GUIA DE DEVOLUCION DEL IVA - AULTO MAYOR .txt;148;32;29;19;4;20;1;1;29;21,05263158;25,02631579;280,863;32;1;16,5;16,35375;1;13,46501175;SRI;1;2;5;0;7;4;5;1;5;1;1
SRI - Tramites - TEXTO 0001 GUIA RUC EN LINEA.txt;240;48;37;25;5;21;1;1;37;20;28,5;244,3945;48;1;24,5;26,12;2;14,78898595;SRI;1;0;13;2;6;3;14;1;4;1;3
SRI - Tramites - TEXTO 0002 GUIA DE DEVOLUCION DEL IVA - AULTO MAYOR .txt;225;43;38;26;11;24;1;1;38;42,30769231;40,15384615;276,3776977;43;1;22;24,71534884;4;13,67459099;SRI;1;1;7;4;7;4;7;2;5;0;5
SRI - Tramites - TEXTO 0002 GUIA RUC EN LINEA.txt;199;35;32;21;8;18;1;1;32;38,0952381;35,04761905;248,955;35;1;18;22,84971429;4;13,60515972;SRI;1;1;10;1;4;4;7;1;4;0;2
SRI - Tramites - TEXTO 0003 GUIA DE DEVOLUCION DEL IVA - AULTO MAYOR .txt;273;53;39;28;11;22;1;0;39;39,28571429;39,14285714;245,0053019;53;0;26,5;29,3309434;4;13,04873149;SRI;3;0;7;2;12;4;13;0;6;1;5
SRI - Tramites - TEXTO 0003 GUIA RUC EN LINEA.txt;174;29;27;15;6;17;1;1;27;40;33,5;263,1644483;29;1;15;21,33;3;14,81114428;SRI;0;1;3;1;5;4;3;1;5;4;2
SRI - Tramites - TEXTO 0004 GUIA DE DEVOLUCION DEL IVA - AULTO MAYOR .txt;611;117;72;66;25;57;2;2;36;37,87878788;36,93939394;277,7726538;58,5;1;29,75;32,41666667;9;13,79258824;SRI;4;1;7;8;26;19;21;3;16;1;10
SRI - Tramites - TEXTO 0004 GUIA RUC EN LINEA.txt;242;50;36;27;10;24;1;1;36;37,03703704;36,51851852;261,714;50;1;25,5;26,3664;2;15,00043962;SRI;1;1;10;0;8;3;12;2;9;0;4
SRI - Tramites - TEXTO 0005 GUIA DE DEVOLUCION DEL IVA - AULTO MAYOR .txt;383;71;54;41;12;32;1;1;54;29,26829268;41,63414634;285,782662;71;1;36;39,47746479;5;13,89866752;SRI;1;1;7;6;12;6;13;4;7;4;10
SRI - Tramites - TEXTO 0005 GUIA RUC EN LINEA.txt;137;26;19;14;5;12;1;1;19;35,71428571;27,35714286;216,9724615;26;1;13,5;16,38807692;2;14,37983009;SRI;0;0;6;0;5;0;8;1;4;0;2
SRI - Tramites - TEXTO 0006 GUIA DE DEVOLUCION DEL IVA - AULTO MAYOR .txt;284;57;43;33;12;29;1;1;43;36,36363636;39,68181818;282,5235263;57;1;29;30,53736842;2;13,69922849;SRI;2;1;9;3;13;5;11;5;7;0;1
SRI - Tramites - TEXTO 0006 GUIA RUC EN LINEA.txt;118;23;19;13;4;11;1;0;19;30,76923077;24,88461538;217,6939565;23;0;11,5;14,23434783;1;13,48529412;SRI;1;0;7;1;2;3;4;0;4;0;1
SRI - Tramites - TEXTO 0007 GUIA DE DEVOLUCION DEL IVA - AULTO MAYOR .txt;173;38;29;21;5;17;1;0;29;23,80952381;26,4047619;231,5788421;38;0;19;19,01289474;1;13,52256289;SRI;0;0;6;4;7;3;9;1;5;0;2
SRI - Tramites - TEXTO 0007 GUIA RUC EN LINEA.txt;131;30;24;16;11;15;2;0;12;68,75;40,375;212,035;15;0;7,5;6,637;3;15,59907873;SRI;2;0;7;0;7;1;7;0;4;1;1
SRI - Tramites - TEXTO 0008 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;259;44;38;28;10;24;1;1;38;35,71428571;36,85714286;273,7778182;44;1;22,5;28,29477273;2;14,14755126;SRI;1;0;4;4;9;4;8;3;3;1;7
SRI - Tramites - TEXTO 0008 GUIA RUC EN LINEA.txt;149;25;24;17;5;12;1;1;24;29,41176471;26,70588235;221,489;25;1;13;19,1416;2;13,37487412;SRI;2;0;3;1;5;5;4;1;2;0;2
SRI - Tramites - TEXTO 0009 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;174;31;27;19;4;14;1;1;27;21,05263158;24,02631579;221,7241613;31;1;16;20,50677419;4;12,42647059;SRI;1;2;4;0;8;3;6;0;4;0;3
SRI - Tramites - TEXTO 0009 GUIA RUC EN LINEA.txt;231;39;31;24;9;23;1;1;31;37,5;34,25;280,4279231;39;1;20;25,96769231;3;13,78727466;SRI;1;0;10;1;6;4;7;1;6;0;3
SRI - Tramites - TEXTO 0010 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;268;49;36;27;6;25;1;0;36;22,22222222;29,11111111;270,1267143;49;0;24,5;28,83081633;2;14,27272727;SRI;0;1;10;1;11;3;14;0;8;0;1
SRI - Tramites - TEXTO 0010 GUIA RUC EN LINEA.txt;258;44;37;26;10;22;2;1;18,5;38,46153846;28,48076923;223,298;22;0,5;11,25;17,18772727;4;15,03520871;SRI;2;0;10;2;6;3;7;1;6;1;6
SRI - Tramites - TEXTO 0011 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;216;41;34;22;6;18;1;0;34;27,27272727;30,63636364;233,6372927;41;0;20,5;23,88365854;3;13,57748538;SRI;1;0;8;5;7;3;11;0;4;0;2
SRI - Tramites - TEXTO 0011 GUIA RUC EN LINEA.txt;155;29;25;17;6;17;2;1;12,5;35,29411765;23,89705882;239,8339483;14,5;0,5;7,5;10,99413793;4;13,447818;SRI;1;0;4;1;6;5;5;1;4;1;1
SRI - Tramites - TEXTO 0012 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;373;72;48;31;11;30;1;1;48;35,48387097;41,74193548;276,098;72;1;36,5;38,97041667;5;14,02125352;SRI;2;1;10;2;15;3;25;1;10;0;3
SRI - Tramites - TEXTO 0012 GUIA RUC EN LINEA.txt;134;24;21;16;9;15;1;1;21;56,25;38,625;267,991;24;1;12,5;16,8675;2;13,90526167;SRI;1;0;6;0;4;3;5;1;2;0;2
SRI - Tramites - TEXTO 0013 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;355;75;45;38;9;28;1;1;45;23,68421053;34,34210526;266,547;75;1;38;38,364;2;14,35827027;SRI;0;0;10;4;17;5;23;1;11;1;3
SRI - Tramites - TEXTO 0013 GUIA RUC EN LINEA.txt;106;20;19;13;8;13;1;1;19;61,53846154;40,26923077;269,85;20;1;10,5;13,533;2;14,80054152;SRI;1;1;3;0;5;4;2;0;3;0;1
SRI - Tramites - TEXTO 0014 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;122;20;19;14;6;11;1;0;19;42,85714286;30,92857143;236,67;20;0;10;17,301;2;14,87663399;SRI;1;0;4;0;5;0;5;0;1;0;4
SRI - Tramites - TEXTO 0014 GUIA RUC EN LINEA.txt;331;65;52;36;13;29;2;0;26;36,11111111;31,05555556;222,3263462;32,5;0;16,25;18,80476923;6;13,70590973;SRI;1;0;9;2;16;6;15;0;11;0;5
SRI - Tramites - TEXTO 0015 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;268;49;36;27;6;25;1;0;36;22,22222222;29,11111111;270,1267143;49;0;24,5;28,83081633;2;14,27272727;SRI;0;1;10;1;11;3;14;0;8;0;1
SRI - Tramites - TEXTO 0015 GUIA RUC EN LINEA.txt;236;43;34;27;12;27;3;0;11,33333333;44,44444444;27,88888889;253,4018682;14,33333333;0;7,166666667;11,58689922;5;14,1319377;SRI;1;2;5;2;12;3;3;2;8;0;5
SRI - Tramites - TEXTO 0016 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;284;48;38;29;9;25;1;0;38;31,03448276;34,51724138;272,0445;48;0;24;30,4375;5;13,29166667;SRI;1;1;8;2;14;2;13;0;3;0;4
SRI - Tramites - TEXTO 0016 GUIA RUC EN LINEA.txt;216;41;33;21;6;24;2;0;16,5;28,57142857;22,53571429;249,2088902;20,5;0;10,25;13,63365854;7;13,85094111;SRI;1;2;4;3;8;3;6;3;7;1;3
SRI - Tramites - TEXTO 0017 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;262;47;37;25;6;24;1;0;37;24;30,5;267,0527872;47;0;23,5;28,32574468;2;13,4240677;SRI;1;0;7;2;10;2;13;0;7;0;5
SRI - Tramites - TEXTO 0017 GUIA RUC EN LINEA.txt;222;36;33;22;14;21;2;0;16,5;63,63636364;40,06818182;244,512;18;0;9;16,615;6;15,44286271;SRI;4;0;5;1;11;4;4;0;4;0;3
SRI - Tramites - TEXTO 0018 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;139;26;25;17;5;16;1;0;25;29,41176471;27,20588235;268,0186154;26;0;13;16,75038462;2;13,85724234;SRI;1;0;4;0;6;2;6;1;3;0;3
SRI - Tramites - TEXTO 0018 GUIA RUC EN LINEA.txt;139;32;20;16;3;14;1;1;20;18,75;19,375;218,6505;32;1;16,5;15,0290625;2;12,43347136;SRI;1;0;3;0;9;0;9;2;5;1;2
SRI - Tramites - TEXTO 0019 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;156;30;28;17;7;16;1;0;28;41,17647059;34,58823529;247,23;30;0;15;18,062;2;13,86147039;SRI;0;0;4;2;7;2;7;0;5;0;3
SRI - Tramites - TEXTO 0019 GUIA RUC EN LINEA.txt;212;39;32;23;9;22;1;1;32;39,13043478;35,56521739;271,9202308;39;1;20;23,67307692;4;13,55617403;SRI;1;0;3;4;7;5;4;2;5;2;6
SRI - Tramites - TEXTO 0020 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;176;31;24;19;8;17;1;0;24;42,10526316;33,05263158;253,8338387;31;0;15,5;20,81064516;2;14,35714286;SRI;0;0;8;0;8;0;9;0;4;0;2
SRI - Tramites - TEXTO 0020 GUIA RUC EN LINEA.txt;263;47;41;27;7;25;2;2;20,5;25,92592593;23,21296296;236,3008617;23,5;1;12,25;16,67595745;4;13,90909091;SRI;2;1;6;2;10;4;9;2;5;1;5
SRI - Tramites - TEXTO 0021 GUIA DE DEVOLUCION DEL IVA - PERSONAS CON DISCAPACIDAD  .txt;156;30;28;17;7;16;1;0;28;41,17647059;34,58823529;247,23;30;0;15;18,062;2;13,86147039;SRI;0;0;4;2;7;2;7;0;5;0;3
SRI - Tramites - TEXTO 0021 GUIA RUC EN LINEA.txt;160;25;24;17;7;18;1;0;24;41,17647059;32,58823529;301,121;25;0;12,5;21,214;2;15,20602151;SRI;1;0;3;0;5;4;2;0;5;0;5
SRI - Tramites - TEXTO 0022 DEVOLUCION AUTOMATICA DE IVA A PERSONAS ADULTAS MAYORES.txt;347;62;47;36;6;30;2;1;23,5;16,66666667;20,08333333;232,4273871;31;0,5;15,75;20,43080645;4;14,16531964;SRI;3;0;5;3;18;2;15;1;5;0;10
SRI - Tramites - TEXTO 0022 GUIA RUC EN LINEA.txt;203;38;32;22;5;20;2;0;16;22,72727273;19,36363636;227,2025789;19;0;9,5;13,23131579;3;13,62066474;SRI;0;2;5;1;7;4;5;0;7;1;6
SRI - Tramites - TEXTO 0023 DEVOLUCION AUTOMATICA DE IVA A PERSONAS ADULTAS MAYORES.txt;156;27;21;15;4;14;1;1;21;26,66666667;23,83333333;237,4874444;27;1;14;19,28333333;2;13,73693953;SRI;0;0;2;0;10;1;7;1;5;0;1
SRI - Tramites - TEXTO 0023 GUIA RUC EN LINEA.txt;241;39;33;24;7;23;2;0;16,5;29,16666667;22,83333333;249,0524231;19,5;0;9,75;17,42538462;9;14,73765953;SRI;1;1;8;2;7;4;5;0;6;0;5
SRI - Tramites - TEXTO 0024 DEVOLUCION AUTOMATICA DE IVA A PERSONAS ADULTAS MAYORES.txt;283;54;40;30;8;25;1;0;40;26,66666667;33,33333333;262,4971111;54;0;27;30,25388889;1;14,6779642;SRI;2;0;5;2;15;5;13;1;7;0;4
SRI - Tramites - TEXTO 0024 GUIA RUC EN LINEA.txt;250;39;32;24;8;23;2;1;16;33,33333333;24,66666667;249,0524231;19,5;0,5;10;18,51230769;5;12,1418917;SRI;0;0;8;1;5;2;7;1;5;2;8
SRI - Tramites - TEXTO 0025 DEVOLUCION AUTOMATICA DE IVA A PERSONAS ADULTAS MAYORES.txt;194;36;29;20;4;18;1;0;29;20;24,5;245,824;36;0;18;21,95166667;1;15,90095874;SRI;1;0;6;0;10;1;11;1;3;0;3
SRI - Tramites - TEXTO 0025 GUIA RUC EN LINEA.txt;287;56;44;31;5;25;2;1;22;16,12903226;19,06451613;215,177;28;0,5;14,25;16,70875;7;13,87216947;SRI;1;2;6;1;9;6;8;4;10;3;5
SRI - Tramites - TEXTO 0026 DEVOLUCION AUTOMATICA DE IVA A PERSONAS ADULTAS MAYORES.txt;133;28;24;17;10;14;1;0;24;58,82352941;41,41176471;232,952;28;0;14;14,9425;1;15,41650485;SRI;1;0;6;0;10;0;7;0;3;0;1
SRI - Tramites - TEXTO 0026 GUIA RUC EN LINEA.txt;184;29;23;18;7;17;1;0;23;38,88888889;30,94444444;263,1644483;29;0;14,5;22,95413793;4;12,74551973;SRI;0;1;5;2;4;3;3;0;5;0;6
SRI - Tramites - TEXTO 0027 DEVOLUCION AUTOMATICA DE IVA A PERSONAS ADULTAS MAYORES.txt;191;32;29;20;7;18;1;1;29;35;32;260,1255;32;1;16,5;22,6828125;2;14,47302709;SRI;0;0;2;1;9;4;7;0;3;1;5
SRI - Tramites - TEXTO 0027 GUIA RUC EN LINEA.txt;168;32;26;20;4;19;2;2;13;20;16,5;244,75025;16;1;8,5;11,2975;4;15,87453184;SRI;0;0;5;2;7;5;4;1;6;0;2
SRI - Tramites - TEXTO 0028 DEVOLUCION AUTOMATICA DE IVA A PERSONAS ADULTAS MAYORES.txt;204;36;31;22;6;21;1;0;31;27,27272727;29,13636364;273,474;36;0;18;23,26;3;13,55392157;SRI;0;1;2;3;10;2;5;1;5;0;7
SRI - Tramites - TEXTO 0028 GUIA RUC EN LINEA.txt;157;31;24;17;8;16;2;1;12;47,05882353;29,52941176;218,1911129;15,5;0,5;8;10,17387097;3;13,40179238;SRI;1;1;4;2;5;3;4;1;6;1;3
SRI - Tramites - TEXTO 0029 DEVOLUCION AUTOMATICA DE IVA A PERSONAS ADULTAS MAYORES.txt;159;28;27;18;7;18;1;1;27;38,88888889;32,94444444;280,352;28;1;14,5;19,31607143;1;14,01759311;SRI;0;0;2;1;9;2;6;1;3;0;4
SRI - Tramites - TEXTO 0029 GUIA RUC EN LINEA.txt;213;42;32;20;6;20;1;0;32;30;31;247,578;42;0;21;23,45642857;2;13,82809896;SRI;1;0;3;2;11;2;10;0;6;2;4
SRI - Tramites - TEXTO 0030 DEVOLUCION AUTOMATICA DE IVA A PERSONAS ADULTAS MAYORES.txt;296;56;44;31;7;26;1;1;44;22,58064516;33,29032258;266,154;56;1;28,5;31,46571429;4;14,16227518;SRI;3;2;1;2;13;3;10;4;5;3;10
SRI - Tramites - TEXTO 0030 GUIA RUC EN LINEA.txt;132;27;23;15;8;13;1;1;23;53,33333333;38,16666667;225,1985556;27;1;14;15,09666667;3;14,17615033;SRI;1;0;3;1;6;2;4;2;6;0;2
SRI - Tramites - TEXTO 0031 GUIA DE PAGOS EN LINEA .txt;93;21;18;11;4;11;1;0;18;36,36363636;27,18181818;229,589;21;0;10,5;9,928571429;1;12,55555556;SRI;0;0;3;1;5;2;5;0;4;0;1
SRI - Tramites - TEXTO 0031 GUIA RUC EN LINEA.txt;282;54;37;33;14;32;1;1;37;42,42424242;39,71212121;305,5082222;54;1;27,5;30,16666667;6;13,98335467;SRI;1;2;12;0;10;3;10;3;8;0;5
SRI - Tramites - TEXTO 0032 GUIA DE PAGOS EN LINEA .txt;184;38;24;22;7;20;1;0;24;31,81818182;27,90909091;257,7735789;38;0;19;20,37631579;4;12,47683068;SRI;1;0;8;1;8;2;11;0;3;0;4
SRI - Tramites - TEXTO 0032 GUIA RUC EN LINEA.txt;384;75;52;44;14;40;2;1;26;31,81818182;28,90909091;259,2975;37,5;0,5;19;21,4352;6;15,08974707;SRI;1;1;10;0;16;9;16;4;12;1;5
SRI - Tramites - TEXTO 0033 FACTURACION FISICA.txt;123;21;16;13;4;11;1;0;16;30,76923077;23,38461538;229,589;21;0;10,5;16,65714286;1;13,75776699;SRI;0;0;4;0;5;2;5;0;3;1;1
SRI - Tramites - TEXTO 0033 GUIA DE PAGOS EN LINEA .txt;125;23;21;14;3;14;1;1;21;21,42857143;21,21428571;260,9722174;23;1;12;15,66782609;2;11,98981324;SRI;2;0;3;1;5;1;4;1;2;0;4
SRI - Tramites - TEXTO 0034 FACTURACION FISICA.txt;147;26;18;14;2;12;3;1;6;14,28571429;10,14285714;189,0831282;8,666666667;0,333333333;4,5;9,532948718;5;14,8371045;SRI;0;0;2;2;7;3;7;1;3;0;1
SRI - Tramites - TEXTO 0034 GUIA DE PAGOS EN LINEA .txt;200;42;30;22;5;19;1;0;30;22,72727273;26,36363636;239,678;42;0;21;21,99857143;3;12,57219901;SRI;2;2;3;3;8;4;5;0;6;2;7
SRI - Tramites - TEXTO 0035 FACTURACION FISICA.txt;171;32;26;19;6;12;1;0;26;31,57894737;28,78947368;197,913;32;0;16;19,7390625;5;13,47026682;SRI;0;1;4;3;5;5;6;1;4;1;2
SRI - Tramites - TEXTO 0035 GUIA DE PAGOS EN LINEA .txt;185;37;31;20;4;21;1;1;31;20;25,5;269,8519189;37;1;19;20,62;2;13,69862805;SRI;0;0;4;2;10;2;11;2;4;0;2
SRI - Tramites - TEXTO 0036 FACTURACION FISICA.txt;206;35;30;22;7;19;2;1;15;31,81818182;23,40909091;230,2775;17,5;0,5;9;15,04171429;4;14,38888092;SRI;0;0;9;1;5;4;6;1;6;2;1
SRI - Tramites - TEXTO 0036 GUIA DE PAGOS EN LINEA .txt;202;38;32;20;5;20;1;1;32;25;28,5;257,7735789;38;1;19,5;22,60736842;2;13,50204124;SRI;0;2;6;1;7;4;8;2;5;1;2
SRI - Tramites - TEXTO 0037 FACTURACION FISICA.txt;188;33;29;19;7;18;2;1;14,5;36,84210526;25,67105263;229,5303182;16,5;0,5;8,5;13,65272727;4;14,47921365;SRI;0;0;7;1;5;4;5;1;7;2;1
SRI - Tramites - TEXTO 0037 GUIA DE PAGOS EN LINEA .txt;228;45;36;23;6;26;1;1;36;26,08695652;31,04347826;286,1116667;45;1;23;24,934;1;13,91471207;SRI;1;1;3;4;10;4;9;2;7;0;4
SRI - Tramites - TEXTO 0038 FACTURACION FISICA.txt;271;47;41;28;8;27;1;1;41;28,57142857;34,78571429;288,2315106;47;1;24;29,22765957;5;13,60869565;SRI;2;0;6;1;10;6;8;3;7;2;2
SRI - Tramites - TEXTO 0038 GUIA DE PAGOS EN LINEA .txt;199;43;32;20;4;16;1;0;32;20;26;214,6474651;43;0;21,5;21,86744186;3;14,36584395;SRI;0;0;7;3;7;0;11;2;7;2;4
SRI - Tramites - TEXTO 0039 FACTURACION FISICA.txt;324;55;44;32;8;30;1;1;44;25;34,5;291,4768182;55;1;28;33,81618182;6;14,6916;SRI;2;0;10;1;12;5;10;3;8;3;1
SRI - Tramites - TEXTO 0039 GUIA DE PAGOS EN LINEA .txt;203;38;29;21;9;23;1;0;29;42,85714286;35,92857143;283,9683158;38;0;19;22,73131579;3;12,21315789;SRI;2;0;2;0;10;3;10;0;5;0;6
SRI - Tramites - TEXTO 0040 FACTURACION FISICA.txt;164;31;28;19;6;17;1;1;28;31,57894737;29,78947368;253,8338387;31;1;16;18,98741935;3;13,67512638;SRI;1;0;5;2;4;4;5;3;4;2;1
SRI - Tramites - TEXTO 0040 GUIA DE PAGOS EN LINEA .txt;155;32;24;16;4;13;1;0;24;25;24,5;208,28175;32;0;16;17,3840625;2;12,90220765;SRI;0;0;4;2;5;4;7;0;5;1;4
SRI - Tramites - TEXTO 0041 FACTURACION ELECTRONICA.txt;320;56;44;30;9;31;1;0;44;30;37;295,779;56;0;28;33,48428571;3;15,11357367;SRI;2;1;4;1;16;4;11;1;10;2;4
SRI - Tramites - TEXTO 0041 GUIA DE PAGOS EN LINEA .txt;147;29;26;15;9;17;1;0;26;60;43;263,1644483;29;0;14,5;16,94482759;2;15,14444444;SRI;1;0;4;1;6;1;6;0;6;0;4
SRI - Tramites - TEXTO 0042 FACTURACION ELECTRONICA.txt;163;28;23;15;4;17;1;1;23;26,66666667;24,83333333;268,502;28;1;14,5;19,98892857;2;12,93561017;SRI;1;0;1;1;6;2;6;1;5;1;4
