Order,id,token,abs_frecuency,rel_frecuency,length,number_syllables,token_possition,number_token_sentences,number_synonyms,number_hyponyms,number_hypernyms,Part_of_speech,freq_relative_word_before,freq_relative_word_after,len_word_before,len_word_after,mtld_diversity,propn,aux,verb,adp,noun,nn,sym,num,avgBert,complexity
15739,147185,miller,5,5.66748E-06,6,2,0.931034483,29,2,0,1,1,0.024604779,5.66748E-06,1,4,39.24666667,1,2,3,2,6,0,0,1,-0.033729377,0.2
15740,147201,tedioso,5,5.66748E-06,7,3,0.611764706,85,0,0,0,8,0.000309444,0.002833738,4,4,88.47727273,0,5,8,8,16,0,0,1,-0.034437205,0.4
15741,147279,laboriosas,5,5.66748E-06,10,4,0.904761905,42,0,0,0,8,7.14102E-05,1.47354E-05,14,11,98.784,0,2,3,4,11,0,0,1,-0.034190712,0.4
15742,147402,concurrentemente,5,5.66748E-06,16,6,0.952380952,21,0,0,0,8,0.000510073,0,8,0,123.48,0,1,3,2,2,0,0,0,-0.03519994,0.2
15743,147414,insoluto,5,5.66748E-06,8,4,0.541666667,24,0,0,0,1,6.91432E-05,0.004078315,5,2,161.28,0,0,3,4,5,0,0,0,-0.034878224,0.4
15744,147442,globalizados,5,5.66748E-06,12,5,0.273809524,84,0,0,0,1,4.19393E-05,0.000138286,9,8,33.4719977,0,4,8,14,19,0,0,1,-0.033693935,0.6
15745,147454,divulgación,5,5.66748E-06,11,4,0.896551724,29,0,0,0,1,0.024604779,0.062481652,1,2,47.096,0,1,1,5,12,0,0,0,-0.033325049,0.8
15746,147511,fomentadas,5,5.66748E-06,10,4,0.42,50,0,0,0,1,0.000136019,0.020588805,11,2,70,1,0,3,12,17,0,0,1,-0.033849523,0.4
15747,147611,integro,5,5.66748E-06,7,3,0.489583333,96,0,0,0,1,7.14102E-05,0.003351745,5,2,50.02816901,0,8,14,9,16,0,0,1,-0.034075545,0.2
15748,147665,exagerados,5,5.66748E-06,10,5,0.838709677,62,0,0,0,8,0.000831985,0.002719255,3,6,71.75466667,3,4,5,12,13,0,0,1,-0.034217714,0.2
15749,147695,leveldb,5,5.66748E-06,7,2,0.894736842,38,0,0,0,0,0.000130352,0.024604779,7,1,57.76,7,2,3,10,5,0,0,0,-0.033893735,0.6
15750,147737,objectdb,5,5.66748E-06,8,2,0.30952381,42,0,0,0,0,0.020756563,5.66748E-06,1,4,61.74,13,1,1,8,5,0,0,0,-0.034253156,0.6
15751,147756,especificidad,5,5.66748E-06,13,6,0.75,56,0,0,0,1,0.007476534,0.000502138,1,4,73.17333333,4,0,5,9,17,0,0,1,-0.034054138,0.2
15752,147810,ansi-sparc,5,5.66748E-06,10,3,0.795454545,44,0,0,0,8,0.000252769,0.024604779,7,1,44,0,3,3,6,12,0,0,0,-0.03323546,0.4
15753,147812,gemstone,5,5.66748E-06,8,3,0.428571429,42,3,3,1,0,5.66748E-06,5.66748E-06,5,11,61.74,13,1,1,8,5,0,0,0,-0.034253156,1
15754,147888,indispensables,5,5.66748E-06,14,5,0.323529412,34,0,0,0,8,0.000124684,0.062481652,11,2,64.736,1,2,5,1,6,0,0,3,-0.034010033,0.2
15755,147914,semirrectas,5,5.66748E-06,11,4,0.714285714,7,0,0,0,1,0.020756563,0.000277706,1,1,0,0,1,0,1,2,0,0,1,-0.034707658,0.4
15756,147937,sociables,5,5.66748E-06,9,3,0.61627907,86,3,0,1,1,8.38786E-05,0.008028546,5,3,72.12903226,0,8,14,10,13,0,0,1,-0.034435544,0.2
15757,147985,glosario,5,5.66748E-06,8,3,0.181818182,11,0,0,0,8,0.00018816,0.000159823,2,6,0,3,0,0,1,2,0,0,1,-0.033392788,0.2
15758,148026,salario,5,5.66748E-06,7,3,0.928571429,14,0,0,0,1,0.013905718,0,2,0,54.88,0,0,1,3,5,0,0,0,-0.03442585,0.2
15759,148042,plasmó,5,5.66748E-06,6,1,0.209876543,81,0,0,0,0,0.007476534,0.011993512,1,3,59.76665234,3,8,11,7,20,0,0,1,-0.033911833,0.2
15760,148121,dragado,5,5.66748E-06,7,3,0.482142857,56,0,0,0,8,0.062481652,0.024604779,2,1,44.02281369,2,1,4,10,19,0,0,0,-0.033468402,0.2
15761,148177,ftp,5,5.66748E-06,3,1,0,8,1,0,1,8,0,0.000138286,0,9,17.92,1,0,0,3,4,0,0,0,-0.034917732,1
15762,148191,abstracciones,5,5.66748E-06,13,4,0.764705882,17,0,0,0,1,0.062481652,0.024604779,2,1,0,0,1,1,2,6,0,0,1,-0.034391738,0.4
15763,148312,civilizada,5,5.66748E-06,10,5,0.322580645,31,0,0,0,8,2.72039E-05,0.000191561,9,7,67.27,1,2,3,2,8,0,0,0,-0.033353262,0.4
15764,148351,tabuladores,5,5.66748E-06,11,5,0.6,65,0,0,0,1,0.000106549,0.007476534,2,1,69.58823529,1,2,8,7,16,0,0,1,-0.033499374,0.4
15765,148361,legitimidad,5,5.66748E-06,11,5,0.888888889,36,0,0,0,1,7.93447E-06,0.020756563,9,1,120.96,0,2,2,8,11,0,0,0,-0.033645601,0.4
15766,148367,gigahercios,5,5.66748E-06,11,4,0.058823529,17,0,0,0,1,0.016249786,0.004691536,3,3,15.74337838,0,1,2,1,3,0,0,0,-0.03467071,0.8
15767,148380,jergas,5,5.66748E-06,6,2,0.376623377,77,0,0,0,1,5.66748E-06,0.008028546,10,3,78.02666667,0,5,10,9,18,0,0,1,-0.034225582,0.8
15768,148425,duplicación,5,5.66748E-06,11,4,0,3,0,0,0,1,0,0.062481652,0,2,0,0,0,0,1,2,0,0,0,-0.03387975,0.2
15769,148448,consumar,5,5.66748E-06,8,3,0.139534884,43,0,0,0,0,0.062481652,0.034261024,2,2,47.06545455,0,3,4,7,12,0,0,0,-0.034096344,0.6
15770,148457,abstracciones,5,5.66748E-06,13,4,0.426966292,89,0,0,0,1,0.000317379,0.062481652,5,2,84.49074953,0,6,12,12,14,0,0,1,-0.033884104,1
15771,148493,sobreestimar,5,5.66748E-06,12,4,0.454545455,44,0,0,0,0,0.000264104,0.016249786,2,3,60.23111111,1,3,7,4,8,0,0,0,-0.033988437,0.4
15772,148500,estatutarias,5,5.66748E-06,12,5,0.162162162,37,0,0,0,1,0.000243701,0.034261024,5,2,127.7733333,0,2,1,6,11,0,0,1,-0.034922455,0.2
15773,148502,anexo,5,5.66748E-06,5,3,0.115942029,69,0,0,0,1,0.013905718,0.001357927,2,5,61.78242678,0,6,8,9,14,0,0,2,-0.034195022,0.6
15774,148511,robustez,5,5.66748E-06,8,3,0,21,0,0,0,0,0,0.000905663,0,6,18.21647059,4,0,1,6,7,0,0,0,-0.033910469,0.4
15775,148683,spinner,5,5.66748E-06,7,2,0.625,32,1,0,1,0,0.025177194,0.001151631,2,5,40.96,2,2,5,1,4,0,0,1,-0.033924731,0.6
15776,148715,juzgan,5,5.66748E-06,6,2,0.068965517,58,0,0,0,0,0.000408058,0.001058684,2,7,46.25910931,5,3,9,11,6,0,0,0,-0.032939079,0.2
15777,148820,quebrando,5,5.66748E-06,9,3,0.414634146,41,0,0,0,0,0.002575301,0.002719255,2,6,117.67,0,2,6,1,9,0,0,1,-0.034654471,0.2
15778,148940,capitalizar,5,5.66748E-06,11,5,0.819047619,105,0,0,0,0,0.020756563,0.009542895,1,4,62.30599733,0,6,18,17,24,0,0,0,-0.033557953,0.6
15779,148961,biología,5,5.66748E-06,8,3,0.705882353,17,0,0,0,1,0.062481652,0.000502138,2,4,80.92,0,0,2,3,4,0,0,0,-0.033783941,0.2
15780,149006,onceavo,5,5.66748E-06,7,3,0.086956522,46,0,0,0,0,0.025177194,0.00030151,2,9,53.86181818,0,4,4,7,11,0,0,1,-0.034156544,0.2
15781,149073,circunstancia,5,5.66748E-06,13,4,0.428571429,21,0,0,0,1,0.011993512,0.035779907,3,3,61.74,1,1,2,2,6,0,0,0,-0.034174063,0.2
15782,149155,presupuestos,5,5.66748E-06,12,4,0.934579439,107,0,0,0,1,0.062481652,0.024604779,2,1,71.02522823,1,4,13,20,26,0,0,3,-0.033355829,0.2
15783,149186,posix,5,5.66748E-06,5,2,0.307692308,13,0,0,0,3,0.00014282,0.000159823,8,6,0,1,0,1,2,5,0,0,2,-0.03354205,0.2
15784,149230,egresa,5,5.66748E-06,6,3,0.4875,80,0,0,0,8,0.024604779,0.008028546,1,3,78.95652174,0,3,11,14,19,0,0,2,-0.033397726,0.2
15785,149235,abonando,5,5.66748E-06,8,4,0.966666667,90,0,0,0,0,0.000514607,5.66748E-06,2,9,54.53759854,1,10,15,10,16,0,0,3,-0.033508097,0.6
15786,149250,thunderbird,5,5.66748E-06,11,3,0.161290323,31,1,0,1,0,0.003351745,0.014280905,2,2,89.69333333,2,1,1,8,9,0,0,2,-0.03423207,0.4
15787,149435,manutención,5,5.66748E-06,11,4,0.666666667,9,0,0,0,1,0.034261024,0.007842653,2,3,22.68,1,0,0,3,3,0,0,0,-0.035763839,0.8
15788,149447,rentables,5,5.66748E-06,9,3,0.95,20,0,0,0,8,0.024604779,0,1,0,0,0,2,2,2,2,0,0,0,-0.034276818,0.2
15789,149460,drivers,5,5.66748E-06,7,2,0.428571429,28,2,0,1,1,0.000456799,0.025177194,12,2,54.88,0,0,1,6,10,0,0,0,-0.034571671,0.8
15790,149502,análoga,5,5.66748E-06,7,3,0.858585859,99,0,0,0,0,0.001442939,0.020588805,5,2,42.78904555,3,8,9,17,19,0,0,4,-0.033801366,0.4
15791,149507,pericia,5,5.66748E-06,7,3,0.098901099,91,0,0,0,1,0.000471534,0.0002335,7,7,40.69366197,0,5,8,19,28,0,0,1,-0.034391957,0.6
15792,149515,heurísticas,5,5.66748E-06,11,3,0.763157895,38,0,0,0,1,0.010915558,0.024604779,3,1,67.38666667,1,2,3,10,9,0,0,0,-0.033422328,0.4
15793,149579,evaluamos,5,5.66748E-06,9,4,0.074074074,81,0,0,0,0,0.001178835,0.034261024,3,2,72.43256917,0,5,16,10,9,0,0,3,-0.033810822,0.6
15794,149657,módems,5,5.66748E-06,6,1,0.739130435,69,0,0,0,1,0.016249786,0.001121027,3,5,78.41647059,0,5,7,8,18,0,0,1,-0.032827777,0.6
15795,149661,formulario,5,5.66748E-06,10,4,0.525,80,0,0,0,1,0.013905718,0.024604779,2,1,62.55033557,2,7,14,8,13,0,0,2,-0.033238022,0.2
15796,149693,ráfagas,5,5.66748E-06,7,2,0.777777778,9,0,0,0,1,0.008028546,3.40049E-06,3,6,0,0,0,1,1,4,0,0,0,-0.03290876,0.2
15797,149825,multinúcleo,5,5.66748E-06,11,3,0.388888889,36,0,0,0,1,0.000496471,0.025177194,10,2,90.72,1,1,4,6,8,0,0,1,-0.034502479,0.6
15798,149863,demandan,5,5.66748E-06,8,3,0.692307692,13,0,0,0,0,6.68762E-05,2.26699E-06,3,7,47.32,1,0,1,3,5,0,0,0,-0.032886315,0.2
15799,149899,intercambiando,5,5.66748E-06,14,5,0.934579439,107,0,0,0,0,0.001107425,0.00079118,3,4,32.90608875,0,7,11,9,23,0,0,1,-0.033953873,0.2
15800,149905,ftp,5,5.66748E-06,3,1,0.258064516,31,1,0,1,8,0.000310578,9.52136E-05,8,6,38.44,1,0,3,8,10,0,0,1,-0.034226665,0.4
15801,149928,ortogonalidad,5,5.66748E-06,13,6,0.971428571,35,0,0,0,1,0.062481652,0,2,0,85.75,0,2,3,8,6,0,0,0,-0.034931309,0.8
15802,149941,interrelaciona,5,5.66748E-06,14,6,0.131147541,61,0,0,0,1,0.014280905,1.1335E-05,2,3,22.63381995,0,0,3,12,17,0,0,2,-0.034679455,0.8
15803,149949,perjudica,5,5.66748E-06,9,4,0.544117647,68,0,0,0,0,0.007751973,0.003351745,2,2,69.96444444,1,3,10,10,13,0,0,2,-0.034134265,0.2
15804,149955,contemporáneas,5,5.66748E-06,14,4,0.070422535,71,0,0,0,1,8.95461E-05,0.062481652,12,2,57.75373134,0,3,9,15,18,0,0,1,-0.033119407,0.4
15805,149961,gestionamiento,5,5.66748E-06,14,5,0.96875,32,0,0,0,1,0.025177194,0,2,0,33.92,0,0,2,5,11,0,0,1,-0.033178213,0.2
15806,149973,split,5,5.66748E-06,5,1,0.089285714,56,1,0,0,1,0.000366119,0.001972282,1,4,73.17333333,4,0,5,9,17,0,0,1,-0.034054138,0.6
15807,149974,abstract,5,5.66748E-06,8,2,0.116883117,77,1,0,0,0,6.80097E-05,0.00285074,6,7,87.37473684,0,6,14,7,12,0,0,1,-0.033522159,0.8
15808,149990,calculará,5,5.66748E-06,9,3,0.072727273,55,0,0,0,0,0.014280905,0.062481652,2,2,27.5,1,0,4,4,8,0,0,12,-0.035280001,0.2
15809,150119,maxsize,5,5.66748E-06,7,3,0.714285714,14,0,0,0,0,3.40049E-06,3.40049E-06,4,10,18.29333333,13,1,1,0,2,0,0,0,-0.033149447,0.2
15810,150148,ondestroy,5,5.66748E-06,9,3,0.95,20,0,0,0,1,0.007476534,0,1,0,112,1,1,3,3,4,0,0,1,-0.034060142,0.4
15811,150152,zócalos,5,5.66748E-06,7,2,0.883116883,77,0,0,0,1,0.016249786,0.035779907,3,3,77,0,5,12,5,17,0,0,1,-0.033998664,1
15812,150157,reputación,5,5.66748E-06,10,4,0.823529412,34,0,0,0,1,0.024604779,0.062481652,1,2,80.92,0,1,5,8,9,0,0,0,-0.033896467,0.2
15813,150171,depuradores,5,5.66748E-06,11,5,0.206896552,29,0,0,0,1,0.016249786,0.009542895,3,4,58.87,0,1,4,5,8,0,0,0,-0.034192106,0.8
15814,150256,ponderación,5,5.66748E-06,11,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.038262079,0.8
15815,150393,glosario,5,5.66748E-06,8,3,0.285714286,49,0,0,0,8,0.025177194,0.009542895,2,4,74.69777778,1,2,7,10,8,0,0,1,-0.034243993,0.4
15816,150409,reputación,5,5.66748E-06,10,4,0.25,12,0,0,0,1,0.034261024,0.062481652,2,2,0,1,1,1,1,2,0,0,0,-0.034277191,0.4
15817,150484,contemporáneas,5,5.66748E-06,14,4,0.47826087,23,0,0,0,1,5.32743E-05,0.062481652,11,2,148.12,0,0,3,4,6,0,0,1,-0.034106487,0.2
15818,150514,hosts,5,5.66748E-06,5,1,0.555555556,18,1,4,1,0,0.001804524,0.00011335,5,9,90.72,0,0,3,3,7,0,0,1,-0.03430323,0.8
15819,150516,voraz,5,5.66748E-06,5,2,0.953488372,43,0,0,0,8,0.034261024,5.66748E-06,2,6,45.03272727,5,0,4,7,10,0,0,0,-0.033543165,0.4
15820,150526,financistas,5,5.66748E-06,11,4,0.47706422,109,0,0,0,1,0.016249786,0.016249786,3,3,43.09125643,0,8,6,20,28,0,0,1,-0.033480914,0.2
15821,150634,iterativas,5,5.66748E-06,10,5,0.416666667,12,0,0,0,8,3.28714E-05,0.000247102,10,8,0,1,0,2,0,4,0,0,1,-0.035731839,0.2
15822,150652,concebimos,5,5.66748E-06,10,4,0.4,75,0,0,0,1,0.001700243,5.66748E-06,3,8,59.375,0,4,14,11,13,0,0,1,-0.033892056,0.2
15823,150759,rad,5,5.66748E-06,3,1,0.909090909,88,2,0,1,8,0.025177194,0.035779907,2,3,47.03448276,1,6,6,13,30,0,0,1,-0.033675894,0.6
15824,150832,northbrige,5,5.66748E-06,10,3,0.820512821,39,0,0,0,0,0.025177194,0.000666495,2,1,53.235,8,1,3,5,7,0,0,2,-0.033422998,0.6
15825,150858,tuberías,5,5.66748E-06,8,3,0.153846154,13,0,0,0,1,0.00014282,3.40049E-06,2,5,0,1,1,1,1,5,0,0,1,-0.032799784,0.2
15826,150874,migrado,5,5.66748E-06,7,3,0.519230769,52,0,0,0,8,0.007476534,0.000174558,1,7,75.712,0,5,5,11,12,0,0,0,-0.034050093,0.4
15827,150879,reglamentarios,5,5.66748E-06,14,5,0.974358974,39,0,0,0,1,0.000147354,0,10,0,106.47,0,4,4,4,9,0,0,1,-0.032750871,0.4
15828,150890,symbian,5,5.66748E-06,7,2,0.365853659,41,0,0,0,0,5.66748E-06,0.000318512,5,6,78.44666667,5,1,3,9,12,0,0,1,-0.034690834,0.4
15829,150930,remunerados,5,5.66748E-06,11,5,0.066037736,106,0,0,0,8,0.008280182,0.024604779,2,1,81.11066172,2,4,16,12,18,0,0,1,-0.033488318,0.4
15830,150947,suspenso,5,5.66748E-06,8,3,0.123287671,73,0,0,0,1,0.062481652,0.007476534,2,1,51.83186525,2,2,12,13,16,0,0,1,-0.033209134,0.6
15831,150964,capitalización,5,5.66748E-06,14,6,0.625,8,0,0,0,1,0.007476534,0.062481652,1,2,0,0,0,1,1,3,0,0,0,-0.033873099,0.6
15832,150977,salvaguardar,5,5.66748E-06,12,4,0.648648649,74,0,0,0,0,0.00285074,0.025177194,7,2,74,7,2,8,10,12,0,0,1,-0.033267027,0.6
15833,151093,drivers,5,5.66748E-06,7,2,0.673076923,52,2,0,1,1,0.016249786,0.024604779,3,1,32.25382605,0,0,3,14,19,0,0,1,-0.03404392,0.4
15834,151116,analisis,5,5.66748E-06,8,4,0.315789474,19,0,0,0,1,0.025177194,0.062481652,2,2,25.27,0,0,2,5,8,0,0,0,-0.034204443,0.2
15835,151142,formaliza,5,5.66748E-06,9,4,0.704545455,88,0,0,0,0,0.035779907,0.034261024,3,2,47.03448276,1,6,6,13,30,0,0,1,-0.033675894,0.2
15836,151158,login,5,5.66748E-06,5,2,0.866666667,15,0,0,0,0,0.062481652,4.53398E-06,2,3,63,1,0,0,3,5,0,0,1,-0.034606651,0.2
15837,151237,gestación,5,5.66748E-06,9,3,0.571428571,70,0,0,0,1,0.062481652,0.034261024,2,2,22.52539243,3,0,3,15,25,0,0,2,-0.034071855,0.2
15838,151297,regidos,5,5.66748E-06,7,3,0.192307692,52,0,0,0,8,0.002889279,0.005819364,3,4,84.12444444,0,4,5,8,12,0,0,1,-0.033381321,0.4
15839,151300,telnet,5,5.66748E-06,6,2,0.766666667,60,0,0,0,1,0.000112216,0.000528209,10,7,48.99755501,1,1,6,14,22,0,0,2,-0.034070595,1
15840,151433,veraz,5,5.66748E-06,5,2,0.988235294,85,0,0,0,1,0.002889279,0,3,0,31.53892944,0,22,6,5,16,0,0,1,-0.033404079,0.6
15841,151485,hypertable,5,5.66748E-06,10,4,0.973684211,38,0,0,0,8,0.020756563,0,1,0,57.76,7,2,3,10,5,0,0,0,-0.033893735,0.8
15842,151582,postergar,5,5.66748E-06,9,3,0.157142857,70,0,0,0,0,0.062481652,0.025177194,2,2,61.22073579,0,3,5,16,17,0,0,0,-0.033649217,0.8
15843,151646,robustez,5,5.66748E-06,8,3,0,9,0,0,0,0,0,0.014280905,0,2,0,1,1,1,2,2,0,0,0,-0.034404935,1
15844,151652,ortogonalidad,5,5.66748E-06,13,6,0.666666667,15,0,0,0,1,0.034261024,0.020588805,2,2,0,0,0,2,1,4,0,0,1,-0.034867902,0.4
15845,151654,robustos,5,5.66748E-06,8,3,0.279069767,43,0,0,0,1,0.003095575,0.024604779,3,1,64.715,0,2,4,5,12,0,0,0,-0.033471369,0.2
15846,151720,estricta,5,5.66748E-06,8,3,0.103448276,29,0,0,0,8,0.003095575,0.002774796,3,5,39.24666667,1,2,3,2,6,0,0,1,-0.033729377,0.4
15847,151727,deseable,5,5.66748E-06,8,3,0.264705882,34,0,0,0,8,0.016377871,0.000172291,2,8,46.24,2,2,2,6,10,0,0,1,-0.03467549,0.2
15848,151759,extraordinarios,5,5.66748E-06,15,5,0.512195122,82,0,0,0,8,1.47354E-05,0.020588805,12,2,77.5769697,0,3,12,13,21,0,0,1,-0.03392522,0.6
15849,151808,robustos,5,5.66748E-06,8,3,0.583333333,24,0,0,0,1,0.000257303,0.062481652,10,2,40.32,0,1,5,5,6,0,0,1,-0.033780184,0.2
15850,151814,ponderación,5,5.66748E-06,11,4,0.391304348,46,0,0,0,1,0.034261024,0.035779907,2,3,49.37333333,1,2,6,6,10,0,0,0,-0.033336725,1
15851,151865,acotado,5,5.66748E-06,7,4,0.366666667,30,0,0,0,8,0.000637024,0.007476534,5,1,84,1,2,2,4,4,0,0,0,-0.034418265,0.2
15852,151872,rubros,5,5.66748E-06,6,2,0.461538462,26,0,0,0,1,0.000448864,0.001739915,3,4,37.856,0,0,3,2,4,0,0,1,-0.033327997,0.2
15853,151955,factorizar,5,5.66748E-06,10,4,0.5,36,0,0,0,0,0.001668505,0.020756563,5,1,51.84,2,2,5,5,6,0,0,0,-0.034646929,0.2
15854,152004,sindicatos,5,5.66748E-06,10,4,0.8125,16,0,0,0,1,1.1335E-06,0.024604779,12,1,35.84,0,0,2,1,5,0,0,0,-0.033977276,0.6
15855,152086,defectos,5,5.66748E-06,8,3,0.576923077,26,0,0,0,1,0.024604779,0.003446959,1,8,189.28,0,5,4,0,3,0,0,0,-0.034062774,0.2
15856,152227,jbase,5,5.66748E-06,5,2,0.827586207,29,0,0,0,0,5.66748E-06,5.66748E-06,7,11,47.096,21,1,2,1,0,0,0,0,-0.034090759,0.4
15857,152281,limitadas,5,5.66748E-06,9,4,0.352941176,85,0,0,0,1,0.062481652,7.59442E-05,2,11,96.33333333,1,5,12,13,18,0,0,3,-0.034187266,0.4
15858,152297,chuecos,5,5.66748E-06,7,2,0.987951807,83,0,0,0,1,5.66748E-06,0,5,0,56.98412076,2,5,10,5,19,0,0,1,-0.033280704,0.2
15859,152393,englobamos,5,5.66748E-06,10,4,0.071428571,14,0,0,0,0,0.001789789,0.016249786,4,3,54.88,0,0,1,3,6,0,0,0,-0.0338109,0.2
15860,152409,periodísticos,5,5.66748E-06,13,4,0.892857143,28,0,0,0,1,5.66748E-06,0.024604779,10,1,219.52,1,0,1,2,8,0,0,1,-0.032293707,0.4
15861,152494,suministrador,5,5.66748E-06,13,5,0.555555556,27,0,0,0,1,0.003351745,0.024604779,2,1,204.12,1,0,6,3,5,0,0,0,-0.034053417,0.2
15862,152523,cruciales,5,5.66748E-06,9,3,0.708333333,24,0,0,0,1,0.004691536,0.009542895,3,4,40.32,1,2,1,5,8,0,0,0,-0.033813717,0.2
15863,152604,interconexiones,5,5.66748E-06,15,6,0.739130435,23,0,0,0,1,0.001500748,0.035779907,3,3,148.12,2,0,2,2,7,0,0,1,-0.03352691,0.8
15864,152605,robustez,5,5.66748E-06,8,3,0.918918919,37,0,0,0,0,6.23422E-05,0.024604779,13,1,76.664,0,0,5,7,9,0,0,0,-0.034392641,0.2
15865,152672,ondestroy,5,5.66748E-06,9,3,0.083333333,12,0,0,0,1,0.000194961,0.014280905,1,2,0,1,1,2,1,1,0,0,1,-0.03307643,0.4
15866,152783,incursionando,5,5.66748E-06,13,5,0.662790698,86,0,0,0,0,0.000284507,0.020588805,5,2,71.06944444,0,5,10,13,22,0,0,3,-0.034010866,0.6
15867,152799,diligencia,5,5.66748E-06,10,4,0.307692308,13,0,0,0,1,6.57427E-05,2.26699E-06,6,10,47.32,0,1,3,0,4,0,0,0,-0.033631462,0.8
15868,152857,contraindicaciones,5,5.66748E-06,18,6,0.991735537,121,0,0,0,1,0.010915558,0,3,0,56.43589045,0,9,18,16,26,0,0,2,-0.033498848,0.8
15869,152878,macroeconómicos,5,5.66748E-06,15,5,0.3125,16,0,0,0,1,3.40049E-06,0.025177194,9,2,71.68,2,0,0,1,6,0,0,0,-0.034154764,0.4
15870,152895,pliego,5,5.66748E-06,6,2,0.9,40,0,0,0,8,0.007476534,0.062481652,1,2,56,0,0,3,6,16,0,0,1,-0.033658785,0.8
15871,152988,súplica,5,5.66748E-06,7,2,0.362637363,91,0,0,0,8,0.000243701,0.000502138,2,4,36.29912382,0,6,7,13,13,0,0,1,-0.034598521,0.2
15872,153001,élite,5,5.66748E-06,5,2,0.896551724,58,0,0,0,1,0.000284507,0.000108816,5,4,46.25910931,5,3,9,11,6,0,0,0,-0.032939079,0.6
15873,153019,peculiar,5,5.66748E-06,8,3,0.173076923,104,1,0,0,0,0.000316245,0.000213097,9,7,46.83157034,2,4,6,15,30,0,0,1,-0.033704387,0.2
15874,153020,encierro,5,5.66748E-06,8,3,0.360465116,86,0,0,0,1,0.025177194,0.008280182,2,2,72.12903226,0,8,14,10,13,0,0,1,-0.034435544,0.2
15875,153160,diligencia,5,5.66748E-06,10,4,0.315789474,19,0,0,0,1,1.02015E-05,0.024604779,6,1,50.54,0,0,1,3,7,0,0,0,-0.035854962,0.2
15876,153219,desglosar,5,5.66748E-06,9,3,0.689655172,29,0,0,0,0,0.024604779,0.016249786,1,3,58.87,1,0,5,6,11,0,0,0,-0.033982186,0.2
15877,153236,milisegundo,5,5.66748E-06,11,5,0.913043478,46,0,0,0,0,0.000912464,0.020756563,1,1,53.86181818,3,0,5,13,11,0,0,2,-0.034219343,0.4
15878,153289,armado,5,5.66748E-06,6,3,0.230769231,39,0,0,0,8,0.025177194,0.062481652,2,2,60.84,1,1,5,8,8,0,0,0,-0.033453821,0.2
15879,153369,jornada,5,5.66748E-06,7,3,0.923076923,39,0,0,0,1,5.66748E-06,0.000147354,8,10,106.47,0,4,4,4,9,0,0,1,-0.032750871,0.2
15880,153400,absurdas,5,5.66748E-06,8,3,0.771084337,83,0,0,0,1,0.002889279,0.002833738,3,4,65.70833333,1,11,12,4,19,0,0,1,-0.033864855,0.4
15881,153408,adhesivas,5,5.66748E-06,9,4,0.975,40,0,0,0,1,2.60704E-05,0,9,0,56,0,0,3,6,16,0,0,1,-0.033658785,0.4
15882,153490,delictiva,5,5.66748E-06,9,4,0.835443038,79,0,0,0,8,9.18131E-05,0.025177194,6,2,79,0,3,7,10,21,0,0,1,-0.033723497,0.2
15883,153520,decompilador,5,5.66748E-06,12,5,0.965517241,29,0,0,0,1,0.024604779,0,1,0,47.096,1,0,2,4,8,0,0,3,-0.034481503,1
15884,153522,subestimar,5,5.66748E-06,10,4,0.409090909,44,0,0,0,0,0.000620022,0.000264104,5,2,60.23111111,1,3,7,4,8,0,0,0,-0.033988437,0.4
15885,153557,ug,5,5.66748E-06,2,1,0.510869565,92,0,0,0,8,0.034261024,0.024604779,2,1,60.11016144,2,9,7,13,18,0,0,1,-0.033805695,0.2
15886,153616,quickpath,5,5.66748E-06,9,2,0.205128205,39,0,0,0,0,0.000128085,0.020588805,8,2,53.235,8,1,3,5,7,0,0,2,-0.033422998,0.6
15887,153636,intuitiva,5,5.66748E-06,9,4,0.534883721,43,0,0,0,8,0.000241434,0.000318512,3,6,129.43,0,5,4,6,8,0,0,0,-0.034681051,0.2
15888,153637,conjugar,5,5.66748E-06,8,3,0.415584416,77,0,0,0,0,0.002352002,0.025177194,7,2,78.02666667,0,5,10,9,18,0,0,1,-0.034225582,0.2
15889,153674,banred,5,5.66748E-06,6,2,0.65,80,0,0,0,1,0.062481652,0.020588805,2,2,78.95652174,0,3,11,14,19,0,0,2,-0.033397726,0.4
15890,153698,extrapolar,5,5.66748E-06,10,4,0.516129032,31,0,0,0,0,0.000448864,0.003351745,8,2,134.54,4,1,3,6,9,0,0,1,-0.034034543,0.4
15891,153775,booleanos,5,5.66748E-06,9,3,0.552941176,85,0,0,0,8,1.02015E-05,4.53398E-06,4,9,64.84180181,2,5,9,12,24,0,0,1,-0.034606519,0.2
15892,153835,opensource,5,5.66748E-06,10,4,0.892307692,65,0,0,0,1,0.000639291,0.007476534,8,1,44.92254573,4,4,5,9,16,0,0,2,-0.034209698,0.6
15893,153847,humanisticos,5,5.66748E-06,12,5,0.714285714,28,0,0,0,8,2.72039E-05,2.26699E-05,8,9,219.52,1,0,1,2,8,0,0,1,-0.032293707,0.2
15894,153870,examinarse,5,5.66748E-06,10,5,0.974025974,77,0,0,0,0,0.001529085,0.000385388,4,6,77,1,13,9,8,17,0,0,1,-0.033749293,0.2
15895,153882,recuperaciones,5,5.66748E-06,14,6,0.203703704,54,0,0,0,1,7.59442E-05,0.024604779,8,1,116.64,0,3,5,9,16,0,0,1,-0.033919868,0.2
